Country,Invoice_Month,O&D_Net_Count,PNR,Primary_Product_Code,Carrier_Code_Validating,Low_Cost_Indicator,Abonnement_SNCF,Carrier_Validating,Departure_Date,Arrival_Date,Ticket_Number,Origin_City,Destination_City,Origin_Country,Destination_Country,Origin_Region,Destination_Region,Directional_City_Pair,Class_Type,O&D_Class_of_Service_Invoice_Predominant,Round_Trip_Indicator,Exchange_Refund_Code,Reason_Code_Description,Booking_Date,Invoice_Date,Client_ID_Name,Level_4_Division_code,Level_4_Division_Desc,Level_12_CDR_Code,Customer_Defined_05,Customer_Defined_06,O&D_Mileage
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-11-08,11/8/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,9/15/2022,9/15/2022,ORANGE SA,AA,Orange France,EPR00,ACTION COMMERCIALE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-21,9/21/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/16/2022,9/19/2022,ORANGE SA,AA,Orange France,EPR00,ACTION COMMERCIALE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-28,9/28/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/27/2022,9/28/2022,ORANGE SA,AA,Orange France,DBB01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-12,9/12/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/7/2022,9/7/2022,ORANGE SA,AA,Orange France,AX5BA,ACTIVITE D EQUIPE,,0
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-09-20,9/20/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,9/20/2022,9/20/2022,ORANGE SA,AA,Orange France,SCL01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-20,10/20/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/27/2022,9/27/2022,ORANGE SA,AA,Orange France,DHO01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-01,9/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/14/2022,9/14/2022,ORANGE SA,AA,Orange France,MAI03,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-12-10,12/10/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/13/2022,9/13/2022,ORANGE SA,AA,Orange France,DHYDE,REUNION IRP MANDATS SOCIAUX,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-22,8/22/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-12,9/12/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/9/2022,9/12/2022,ORANGE SA,AA,Orange France,MGO04,ACTIVITE D EQUIPE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-27,9/27/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/27/2022,9/27/2022,ORANGE SA,AA,Orange France,AMDTR,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-29,9/29/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,NLESD,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-05,10/5/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/14/2022,9/15/2022,ORANGE SA,AA,Orange France,TVD03,REUNION EXTERNE AU GROUPE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/1/2022,9/2/2022,ORANGE SA,AA,Orange France,EBJMA,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-22,9/22/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/19/2022,9/19/2022,ORANGE SA,AA,Orange France,PRMST,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-20,9/20/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/15/2022,9/20/2022,ORANGE SA,AA,Orange France,01901,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-09-06,9/6/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,9/5/2022,9/6/2022,ORANGE SA,AA,Orange France,MGO01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-19,9/19/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/16/2022,9/16/2022,ORANGE SA,AA,Orange France,MCA02,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-01,9/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/13/2022,9/13/2022,ORANGE SA,AA,Orange France,EMJ01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-01,9/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/27/2022,9/27/2022,ORANGE SA,AA,Orange France,04601,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-12-20,12/20/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/5/2022,9/7/2022,ORANGE SA,AA,Orange France,ANPGM,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-22,8/22/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,BSKED,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-07,9/7/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/6/2022,9/7/2022,ORANGE SA,AA,Orange France,FEXPC,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,8/31/2022,9/5/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-12,9/12/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/5/2022,9/5/2022,ORANGE SA,AA,Orange France,TVD03,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-29,8/29/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,7/13/2022,9/14/2022,ORANGE SA,AA,Orange France,VRHAV,REUNION IRP MANDATS SOCIAUX,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-05,9/5/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,DPP03,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/7/2022,9/8/2022,ORANGE SA,AA,Orange France,BX8IE,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-04,9/4/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,CHM01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-13,9/13/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/5/2022,9/12/2022,ORANGE SA,AN,Orange Wholesale International,BTBEC,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-26,9/26/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/24/2022,9/26/2022,ORANGE SA,AA,Orange France,A95MN,ACTIVITE D EQUIPE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-02,10/2/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/27/2022,9/27/2022,ORANGE SA,AA,Orange France,CAFCI,ACTIVITE D EQUIPE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-07-04,7/4/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/15/2022,9/15/2022,ORANGE SA,AA,Orange France,04401,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-09-23,9/23/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,9/21/2022,9/23/2022,ORANGE SA,AA,Orange France,GPA05,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-05,9/5/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/5/2022,9/5/2022,ORANGE SA,AA,Orange France,BSJDT,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-07-06,7/6/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/13/2022,9/13/2022,ORANGE SA,AA,Orange France,QF6LG,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-19,9/19/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/2/2022,9/5/2022,ORANGE SA,AA,Orange France,OLNLL,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-18,10/18/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/14/2022,9/15/2022,ORANGE SA,AA,Orange France,HDMSP,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2023-01-07,1/7/2023,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/22/2022,9/26/2022,ORANGE SA,AA,Orange France,BSISA,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/22/2022,9/23/2022,ORANGE SA,AA,Orange France,DBB01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-04,10/4/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/12/2022,9/12/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-01,9/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,8/29/2022,9/27/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-23,8/23/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/23/2022,9/27/2022,ORANGE SA,AA,Orange France,DBB01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-11-01,11/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/24/2022,9/26/2022,ORANGE SA,AA,Orange France,04601,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-12-20,12/20/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/16/2022,9/19/2022,ORANGE SA,AA,Orange France,GPU01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-19,9/19/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/12/2022,9/12/2022,ORANGE SA,AA,Orange France,RIT01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-20,9/20/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,8/24/2022,9/14/2022,ORANGE SA,AA,Orange France,IMA01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-24,9/24/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/7/2022,9/26/2022,ORANGE SA,AA,Orange France,EPR00,ACTION COMMERCIALE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-29,8/29/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/14/2022,9/14/2022,ORANGE SA,AA,Orange France,IMA01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-15,9/15/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/12/2022,9/15/2022,ORANGE SA,AA,Orange France,CJREV,ACTION COMMERCIALE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-11-29,11/29/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/20/2022,9/20/2022,ORANGE SA,AA,Orange France,QF6AA,REUNION IRP MANDATS SOCIAUX,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-24,8/24/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,7/12/2022,9/15/2022,ORANGE SA,AA,Orange France,AMDDV,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-01,9/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,01701,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-09-05,9/5/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,8/11/2022,9/5/2022,ORANGE SA,AA,Orange France,NOCIM,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,9/19/2022,9/19/2022,ORANGE SA,AA,Orange France,DDS02,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-06,9/6/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,7/7/2022,9/15/2022,ORANGE SA,AA,Orange France,DIP01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-09,9/9/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/5/2022,9/5/2022,ORANGE SA,AA,Orange France,BT3BB,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-11-25,11/25/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/22/2022,9/22/2022,ORANGE SA,AA,Orange France,BUKK4,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/15/2022,9/15/2022,ORANGE SA,AA,Orange France,DIP01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-03,10/3/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,8/23/2022,9/20/2022,ORANGE SA,AA,Orange France,RHHRH,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-26,9/26/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/20/2022,9/21/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION IRP MANDATS SOCIAUX,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-11-08,11/8/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/20/2022,9/20/2022,ORANGE SA,AA,Orange France,BSD1D,REUNION EXTERNE AU GROUPE,,0
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-09-12,9/12/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,8/31/2022,9/15/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/20/2022,9/22/2022,ORANGE SA,AA,Orange France,LCLLD,REUNION IRP MANDATS SOCIAUX,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-23,9/23/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/23/2022,9/26/2022,ORANGE SA,AA,Orange France,INP03,ACTIVITE D EQUIPE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-08,9/8/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/8/2022,9/8/2022,ORANGE SA,AA,Orange France,DEIIN,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-18,10/18/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/14/2022,9/14/2022,ORANGE SA,AA,Orange France,RIT01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-16,9/16/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/14/2022,9/16/2022,ORANGE SA,AA,Orange France,CQB12,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-09-23,9/23/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,9/23/2022,9/23/2022,ORANGE SA,AA,Orange France,5MGXC,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-14,10/14/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/27/2022,9/29/2022,ORANGE SA,AA,Orange France,BSHAU,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-01,9/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,DBB01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-08,9/8/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/8/2022,9/8/2022,ORANGE SA,AA,Orange France,CJTMY,REUNION IRP MANDATS SOCIAUX,,0
FRANCE,202209 - septembre,1,,Air,,,,AIR FRANCE,2022-09-16,9/16/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,COACH,,,Blank,,9/14/2022,9/16/2022,ORANGE SA,AA,Orange France,CJTMY,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-17,9/17/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,CJTMY,REUNION IRP MANDATS SOCIAUX,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-07-20,7/20/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/14/2022,9/14/2022,ORANGE SA,AA,Orange France,VRJMV,ACTIVITE D EQUIPE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-07-05,7/5/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,6/30/2022,9/13/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-04,10/4/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/23/2022,9/23/2022,ORANGE SA,AA,Orange France,BX8IE,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-07-04,7/4/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,6/30/2022,9/15/2022,ORANGE SA,AA,Orange France,DPP03,ACTIVITE D EQUIPE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-29,9/29/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/28/2022,9/28/2022,ORANGE SA,AA,Orange France,TVD03,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-01,10/1/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,7/25/2022,9/14/2022,ORANGE SA,AA,Orange France,MGO03,ACTIVITE D EQUIPE,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-16,9/16/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/15/2022,9/15/2022,ORANGE SA,AA,Orange France,BT6SU,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-16,9/16/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/9/2022,9/9/2022,ORANGE SA,AA,Orange France,RHU01,REUNION INTERNE ET PROJET,,0
FRANCE,202209 - septembre,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-25,10/25/2022,,PARIS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PARIS,FIRST,,,Blank,,9/21/2022,9/23/2022,ORANGE SA,AA,Orange France,STT01,REUNION INTERNE ET PROJET,,0
